STATEFP10,STATE,STATE_ABV,ZCTA,GEOID10,MULTI_STATE,POP,PR_HRI,F_HRI,LOW_EMS,P_NEHD,PR_NEHD,HHB_SCORE,HHB_RANK,P_CHD,PR_CHD,F_CHD,P_OBS,PR_OBS,F_OBS,P_DIABETES,PR_DIABETES,F_DIABETES,P_COPD,PR_COPD,F_COPD,P_ASTHMA,PR_ASTHMA,F_ASTHMA,P_MNTHL,PR_MNTHL,F_MNTHL,F_SEN_COUNT,SEN_SCORE,SEN_RANK,P_UNINSUR,PR_UNINSUR,P_POV,PR_POV,P_UNEMP,PR_UNEMP,P_NOHSDP,PR_NOHSDP,P_ISO,PR_ISO,P_ELP,PR_ELP,P_DISABL,PR_DISABL,P_ODW,PR_ODW,P_AGE65,PR_AGE65,P_AGE5,PR_AGE5,SOCIODEM_SCORE,SOCIODEM_RANK,P_IMPERV,PR_IMPERV,P_TREEC,PR_TREEC,P_NOVEH,PR_NOVEH,P_MOBILE,PR_MOBILE,P_RENT,PR_RENT,P_OZONE,PR_OZONE,P_PM25,PR_PM25,NBE_SCORE,NBE_RANK,OVERALL_SCORE,OVERALL_RANK
13,GA,Georgia,31407,1331407,0,7244,86,1,0,13.17430556,0.5187,0.7594,0.8276,3.3,0.0266,0,28.8,0.1165,0,7.1,0.0492,0,3.9,0.035,0,9.2,0.1293,0,15.1,0.3488,0,0,0,0,6.4,0.4789,6.967183026,0.0901,4.3,0.494,4.3,0.173,14.89167848,0.5904,1.185833665,0.6871,9.4,0.1847,6.2257886,0.2058,10.4,0.1103,9.5,0.9298,0.3944,0.2579,20.91746238,0.8123,43.93588401,0.3036,0,0,0,0,37.44177019,0.8023,0,0,0.333333333,0.6092,0.3611,0.2853,0.3427,0.2538
13,GA,Georgia,31408,1331408,0,9952,94,1,0,9.2,0.237,0.6185,0.6358,5.1,0.1812,0,35.2,0.385,0,12.2,0.643,0,6.2,0.2402,0,9.8,0.2874,0,16.8,0.5996,0,0,0,0,28.1,0.9779,27.76662336,0.6904,7.2,0.7807,21.4,0.8659,17.50230698,0.7462,5.241239208,0.8993,14.9,0.5456,18.94526922,0.8463,11.8,0.1566,5.1,0.4383,0.6947,0.9429,31.73902809,0.8667,31.35571944,0.4272,12,0.8918,15.3,0.7021,63.17654639,0.9559,0,0,0.333333333,0.6092,0.6361,0.8835,0.6156,0.77
13,GA,Georgia,31409,1331409,0,652,20,0.25,1,9.8,0.2715,0.2608,0.0625,1,0.0052,0,24.6,0.0385,0,2.2,0.0057,0,2.1,0.0044,0,8.3,0.0235,0,21.1,0.9496,1,1,0.1667,0.3497,0,0,62.66666667,0.9834,0,0,0,0,0,0,0,0,0,0,100,0.9986,0,0,7.8,0.8407,0.2823,0.0725,21.40440346,0.8148,26.70006781,0.4726,0,0,0,0,100,0.9944,0,0,0.333333333,0.6092,0.413,0.423,0.2269,0.0832
13,GA,Georgia,31410,1331410,0,23654,53,0.75,0,9.2,0.237,0.4935,0.3701,4.6,0.112,0,26.7,0.0706,0,8.3,0.1261,0,4.8,0.0893,0,8.6,0.0493,0,13.4,0.141,0,0,0,0,7.8,0.5742,6.968414197,0.0902,2.8,0.2875,3.5,0.1304,16.07598231,0.6667,0.916400104,0.6444,11.8,0.3379,6.491954755,0.2194,19.5,0.602,6.4,0.6659,0.4219,0.3214,6.859065759,0.6924,16.25882655,0.5978,2.3,0.3059,0.5,0.1976,25.1643099,0.5558,0,0,0.333333333,0.6092,0.4227,0.4503,0.2854,0.1567
13,GA,Georgia,31411,1331411,0,8384,84,1,0,9.6,0.2597,0.6298,0.6527,8.6,0.8659,1,24.2,0.0331,0,12.4,0.6687,1,6.3,0.2527,0,7.6,0.0042,0,8.8,0.0008,0,2,0.3333,0.5404,1.7,0.1037,8.334254449,0.1224,7,0.7668,0.8,0.0461,14.40814806,0.5581,0.113122172,0.4186,13.8,0.4748,2.292576419,0.0693,50.5,0.9825,2.6,0.1546,0.3697,0.2077,2.056126311,0.5128,19.43414627,0.5565,1.8,0.2524,1.4,0.2655,8.589951378,0.1005,0,0,0.333333333,0.6092,0.3281,0.2078,0.4022,0.3658
13,GA,Georgia,31415,1331415,0,12091,80,1,0,9.2,0.237,0.6185,0.6358,7.8,0.7465,1,43.7,0.9331,1,21.3,0.9927,1,9.4,0.7429,1,12.4,0.9461,1,19.5,0.8812,1,6,1,0.9102,22.6,0.9541,48.70026079,0.9471,15.7,0.9621,24.2,0.904,16.68339467,0.7028,0.396755422,0.5208,18.4,0.7337,6.854271357,0.238,15.2,0.328,7.1,0.7677,0.7058,0.9552,44.20122114,0.9186,18.2337376,0.572,26.6,0.9747,0.6,0.2083,60.34000932,0.9483,0,0,0.333333333,0.6092,0.6044,0.8441,0.8363,0.9792
13,GA,Georgia,31419,1331419,0,50954,62,0.75,0,10,0.2829,0.5164,0.424,4.3,0.0816,0,31.3,0.1961,0,9.7,0.2864,0,5.3,0.1363,0,10,0.3568,0,16.8,0.5996,0,0,0,0,14.4,0.8427,21.45861313,0.5172,8.7,0.8521,9.8,0.4979,14.24417273,0.546,2.297434011,0.7937,14.8,0.5382,6.603573699,0.2247,12.5,0.1844,7.5,0.8126,0.581,0.7212,8.08052701,0.7096,38.91273386,0.3526,4.5,0.5366,5.7,0.4509,47.22374429,0.8916,0,0,0.333333333,0.6092,0.5072,0.6665,0.4529,0.4697
13,GA,Georgia,31501,1331501,0,15576,84,1,0,8.828571429,0.2217,0.6108,0.6217,7.5,0.6855,1,43.1,0.9157,1,16,0.9229,1,8.8,0.6576,0,10.8,0.6526,0,17.5,0.6969,1,4,0.6667,0.7602,15.4,0.8669,41.2287793,0.8997,3.6,0.3956,15.2,0.7226,23.35759433,0.9132,0.122984422,0.4219,16,0.6124,8.967001435,0.3623,18.1,0.5132,5.2,0.4561,0.6164,0.8021,25.24519668,0.8346,30.12720515,0.4377,12.5,0.9009,6,0.4622,48.64692773,0.8995,0,0,0.333333333,0.6092,0.592,0.8254,0.7524,0.9275
13,GA,Georgia,31503,1331503,0,21116,84,1,0,9.233333333,0.244,0.622,0.6422,7.9,0.7645,1,41.5,0.8503,1,14.4,0.8473,1,10.4,0.8481,1,11.1,0.7481,1,19.3,0.8671,1,6,1,0.9102,18.2,0.9145,36.4263451,0.85,6.6,0.7392,20.9,0.8577,14.1930196,0.5426,0.643697568,0.587,15.8,0.6011,18.18297655,0.8278,16.7,0.4241,6.8,0.7284,0.7072,0.9563,2.210290303,0.5293,55.88709053,0.1853,4.2,0.5078,29.9,0.8983,28.16534098,0.6348,0,0,0.333333333,0.6092,0.4807,0.6049,0.7784,0.947
13,GA,Georgia,31510,1331510,0,9848,75,1,0,10.95,0.3507,0.6754,0.7165,7.5,0.6855,1,37.9,0.605,0,14.2,0.8332,1,9.8,0.7902,1,10.9,0.6871,1,19.2,0.8604,1,5,0.8333,0.8437,20.8,0.9405,37.74738715,0.866,4.3,0.494,18,0.7994,13.71586376,0.5087,2.64637777,0.8141,19.7,0.787,13.29757199,0.629,15.4,0.3402,6.8,0.7284,0.6907,0.9374,1.910386437,0.4955,39.24686043,0.3489,6.5,0.6972,33.9,0.9271,27.07034728,0.6074,0,0,0.666666667,0.797,0.5533,0.7621,0.8149,0.9692
13,GA,Georgia,31512,1331512,0,2248,61,0.75,0,10.4,0.31,0.53,0.4529,6.5,0.4567,0,39.6,0.7391,1,13.2,0.7548,1,8.4,0.5936,0,10.4,0.5077,0,17.9,0.7441,1,3,0.5,0.6536,10.2,0.6997,33.82899628,0.8116,3.3,0.3533,12.5,0.6241,7.477744807,0.1202,1.214574899,0.6914,22.2,0.8588,17.14285714,0.7966,17.3,0.4628,8.2,0.8713,0.629,0.829,1.089365419,0.3264,39.33624802,0.3481,7.6,0.7589,41,0.9614,24.01960784,0.5223,0,0,0.666666667,0.797,0.5306,0.7167,0.663,0.8357
13,GA,Georgia,31513,1331513,0,16084,77,1,0,12.33333333,0.464,0.732,0.7895,7.7,0.7262,1,39.2,0.7106,1,14.9,0.8763,1,10.2,0.8312,1,11.1,0.7481,1,19.3,0.8671,1,6,1,0.9102,16.1,0.8811,38.88746803,0.8779,3.9,0.4372,25.6,0.9191,12.41824441,0.4114,3.46944222,0.8516,15.6,0.5888,22.17619882,0.9033,16.4,0.4039,6.9,0.7425,0.7017,0.9511,2.109765923,0.5195,43.28847535,0.3106,8.5,0.7989,37.2,0.9448,24.26533769,0.5291,0,0,0.333333333,0.6092,0.5303,0.7161,0.8417,0.9812
13,GA,Georgia,31516,1331516,0,14735,77,1,0,10.9,0.3471,0.6736,0.7128,7.4,0.665,0,38,0.6132,0,13.8,0.8042,1,9.6,0.7675,1,10.7,0.6183,0,18.8,0.8293,1,3,0.5,0.6536,15.9,0.8777,35.65499089,0.8391,6.5,0.7306,16.4,0.7584,10.58994637,0.2818,0.592518561,0.5746,15.6,0.5888,14.00715564,0.6672,16.9,0.437,6.3,0.6495,0.6405,0.8516,2.334166726,0.5402,42.72731821,0.3152,4.5,0.5366,36.4,0.9406,21.26245847,0.4379,0,0,0.333333333,0.6092,0.4828,0.6095,0.7069,0.8856
13,GA,Georgia,31518,1331518,0,704,20,0.25,1,11.6,0.3976,0.3238,0.1211,8,0.7815,1,36.6,0.495,0,13.7,0.7973,1,9.7,0.7788,1,10.2,0.4313,0,17.3,0.6711,1,4,0.6667,0.7602,14.7,0.8504,38.47802787,0.8739,1.4,0.1621,20.6,0.8517,10.0619195,0.2468,5.292792793,0.9003,10,0.2204,32.53588517,0.9727,16.2,0.3911,4.8,0.3895,0.5859,0.7333,1.72707659,0.4695,35.92961095,0.3811,10.5,0.8613,28.3,0.8846,24.92307692,0.5485,0,0,0.333333333,0.6092,0.5363,0.7278,0.5856,0.7216
13,GA,Georgia,31519,1331519,0,3569,65,0.75,0,10.44,0.3179,0.534,0.4629,7.1,0.5989,0,40.7,0.8087,1,14.3,0.8406,1,9.2,0.7166,1,10.7,0.6183,0,18,0.755,1,4,0.6667,0.7602,17.9,0.9104,30.48848961,0.7517,5.2,0.6062,19.8,0.8366,16.40740741,0.6861,1.058201058,0.6677,15.4,0.5765,19.4885971,0.8587,16.6,0.4177,4.5,0.3446,0.6656,0.8994,0.97562092,0.2913,45.35975196,0.2881,5.1,0.5889,37.6,0.9471,29.70439798,0.6711,0,0,0.666666667,0.797,0.5119,0.6765,0.6998,0.8783
13,GA,Georgia,31520,1331520,0,22336,87,1,0,10.4,0.31,0.655,0.6871,7.3,0.644,0,41.6,0.8556,1,16.3,0.932,1,9,0.6883,1,11.6,0.8587,1,19.2,0.8604,1,5,0.8333,0.8437,24.1,0.9634,43.88466413,0.9203,7.6,0.8037,18.5,0.8109,17.92065663,0.7654,1.408384139,0.7169,17.3,0.6821,11.69367324,0.5346,16.7,0.4241,7.4,0.8023,0.7424,0.9828,23.05084013,0.8228,13.598064,0.6367,16.3,0.9391,6,0.4622,56.72546858,0.9369,0,0,0,0,0.5425,0.7404,0.8135,0.9687
13,GA,Georgia,31522,1331522,0,14447,83,1,0,11.1,0.3607,0.6804,0.7223,6.4,0.4347,0,28.7,0.1137,0,10.1,0.3412,0,5.6,0.1678,0,8.5,0.0397,0,11.2,0.0195,0,0,0,0,4.9,0.3565,6.970687984,0.0902,1.9,0.1986,2.8,0.0987,17.18325953,0.7303,0.381749892,0.5166,12.8,0.4077,4.945054945,0.1459,34.5,0.9375,3,0.1809,0.3663,0.2005,2.648827377,0.565,14.5674186,0.6224,2.8,0.3601,1.3,0.2597,24.5473629,0.5378,0,0,0,0,0.335,0.224,0.2867,0.1585
13,GA,Georgia,31523,1331523,0,13229,63,0.75,0,-999,-999,0.75,0.8165,5.9,0.3285,0,34.5,0.3403,0,11,0.4747,0,7,0.3587,0,9.9,0.3207,0,16,0.4798,0,0,0,0,16.5,0.8885,18.25601059,0.4187,3.6,0.3956,12.6,0.6278,11.86519791,0.3706,1.306586734,0.7047,13.3,0.4404,12.91216403,0.6081,14.6,0.2928,4.7,0.3746,0.5122,0.5483,1.980145662,0.5043,54.15668216,0.2028,2.1,0.2854,19.4,0.7755,17.01773836,0.3037,0,0,0,0,0.296,0.1455,0.3776,0.3173
13,GA,Georgia,31525,1331525,0,28247,74,0.75,0,11.33333333,0.3793,0.5646,0.5297,5.7,0.2882,0,36.2,0.4616,0,11.6,0.564,0,7.1,0.3747,0,10.6,0.5818,0,17.6,0.7082,1,1,0.1667,0.3497,10.9,0.7304,28.40575846,0.7053,5.4,0.6279,13,0.6444,15.11585477,0.6052,1.33143973,0.7076,15.5,0.5824,7.640498262,0.284,14.8,0.3039,6.9,0.7425,0.5934,0.7512,4.788571131,0.6514,54.337014,0.201,5.9,0.6549,18.7,0.7646,40.84617394,0.8391,0,0,0,0,0.4444,0.5093,0.535,0.6325
13,GA,Georgia,31527,1331527,0,805,20,0.25,0,9.427272727,0.2544,0.2522,0.0554,11.7,0.9916,1,29.8,0.1451,0,16,0.9229,1,10.1,0.8222,1,8.7,0.06,0,11.2,0.0195,0,3,0.5,0.6536,9.1,0.6471,15.51528879,0.3282,0,0,0,0,15.85503964,0.6531,0,0,40.4,0.9837,0,0,54.9,0.9869,0,0,0.3599,0.1888,1.721538659,0.4688,9.894496889,0.6975,0,0,0,0,31.98294243,0.7183,0,0,0,0,0.2692,0.1049,0.2507,0.11
13,GA,Georgia,31532,1331532,0,727,91,1,0,11.2,0.3654,0.6827,0.726,7.9,0.7645,1,40.3,0.7839,1,13.9,0.8114,1,10.2,0.8312,1,10.8,0.6526,0,18.3,0.786,1,5,0.8333,0.8437,15.9,0.8777,30.55062167,0.7528,13.8,0.9482,35.4,0.9709,14.76091476,0.5814,0,0,42.3,0.9857,27.2,0.9495,35.9,0.9454,5.7,0.5455,0.7557,0.9888,1.026080374,0.3075,38.86203707,0.353,1.3,0.2054,31.3,0.9093,17.24137931,0.3102,0,0,0.333333333,0.6092,0.3849,0.3452,0.7259,0.9042
13,GA,Georgia,31533,1331533,0,17494,93,1,0,9.72,0.2696,0.6348,0.6616,6.7,0.5042,0,42,0.8746,1,14.8,0.8702,1,8.9,0.6728,1,11.4,0.8207,1,19.2,0.8604,1,5,0.8333,0.8437,17,0.8971,39.97562462,0.8885,4.2,0.4801,24.8,0.9106,17.27498077,0.7352,2.636916836,0.8134,23,0.8744,7.962494419,0.3024,14.1,0.2635,7.7,0.832,0.6997,0.9486,5.86641744,0.6759,39.14439801,0.3504,11.9,0.89,23.8,0.8363,48.46922333,0.8987,0,0,0.666666667,0.797,0.6355,0.8826,0.8341,0.9782
13,GA,Georgia,31535,1331535,0,11264,78,1,0,9.6,0.2597,0.6298,0.6527,6.3,0.4138,0,41.9,0.8694,1,13.4,0.7728,1,8.9,0.6728,1,11.1,0.7481,1,19.9,0.9037,1,5,0.8333,0.8437,22.3,0.9525,36.88955672,0.8558,2.9,0.2997,22.3,0.8796,13.04347826,0.457,4.242121061,0.8753,15.7,0.5947,9.944064636,0.4246,12.8,0.1983,8.2,0.8713,0.6409,0.8525,2.821518555,0.5774,41.71146512,0.325,5.1,0.5889,45.4,0.9743,27.46835443,0.6181,0,0,0.666666667,0.797,0.5544,0.7638,0.7782,0.9468
13,GA,Georgia,31537,1331537,0,10097,89,1,0,7.3,0.1449,0.5724,0.5464,7.5,0.6855,1,44.2,0.945,1,15.8,0.9155,1,10.2,0.8312,1,11.2,0.7745,1,19.9,0.9037,1,6,1,0.9102,20.9,0.9417,41.5119776,0.9023,11.6,0.9227,25.5,0.9179,9.636777912,0.2219,6.140695618,0.915,19.5,0.7794,12.90715373,0.6079,14.4,0.281,6.3,0.6495,0.7139,0.9624,1.018353091,0.3047,64.00961486,0.1117,10.8,0.8688,36.5,0.9412,31.42476698,0.7069,0,0,0,0,0.419,0.4402,0.7148,0.8934
13,GA,Georgia,31539,1331539,0,14468,58,0.75,0,11.9,0.4288,0.5894,0.5834,7.8,0.7465,1,43.2,0.9185,1,15.1,0.8865,1,10.7,0.8728,1,11.3,0.7987,1,20,0.9088,1,6,1,0.9102,18.4,0.9167,45.3702441,0.9297,6.8,0.753,19.9,0.8386,11.59269424,0.3509,1.480239172,0.7246,17.7,0.7013,10.41825095,0.454,14,0.2586,6.9,0.7425,0.667,0.902,1.952021249,0.5008,48.97792824,0.2521,10.2,0.8535,31,0.907,35.70869225,0.7792,0,0,0.333333333,0.6092,0.5574,0.7697,0.7913,0.9565
13,GA,Georgia,31542,1331542,0,2811,95,1,0,10,0.2829,0.6414,0.6699,8,0.7815,1,40.6,0.8027,1,13.5,0.7813,1,10.5,0.8565,1,10.8,0.6526,0,19.1,0.8527,1,5,0.8333,0.8437,5.7,0.4236,39.96434938,0.8884,3.8,0.423,15.9,0.7444,9.187466808,0.1969,0,0,12.6,0.3938,24.52642074,0.9302,16.1,0.3851,14,0.9837,0.5369,0.6124,1.018495286,0.3049,57.67052349,0.17,2.2,0.2958,41.3,0.9625,13.13131313,0.196,0,0,0,0,0.2756,0.1135,0.5599,0.6787
13,GA,Georgia,31543,1331543,0,4796,84,1,0,11.5,0.3926,0.6963,0.7425,7.3,0.644,0,41.1,0.8303,1,13.1,0.7454,1,10.2,0.8312,1,11.1,0.7481,1,19.9,0.9037,1,5,0.8333,0.8437,16.3,0.8847,35.76765486,0.8409,2.4,0.243,16.2,0.7536,15.54907677,0.6334,0,0,17.8,0.7059,23.30640149,0.9175,16.4,0.4039,2.8,0.1675,0.555,0.6581,0.90456631,0.268,61.16790219,0.1381,2.3,0.3059,61.2,0.9933,24.84700122,0.5465,0,0,0,0,0.3217,0.1945,0.6097,0.761
13,GA,Georgia,31544,1331544,0,994,85,1,0,11.7,0.411,0.7055,0.7541,8.8,0.8878,1,41.4,0.8459,1,17.4,0.9588,1,11.4,0.9149,1,11.2,0.7745,1,19,0.8449,1,6,1,0.9102,6.6,0.4941,30.12987013,0.7438,8.8,0.856,18.5,0.8109,15.35947712,0.6204,0,0,7.9,0.1069,20.41522491,0.8772,28.2,0.8805,0,0,0.539,0.6176,0.397383388,0.0866,63.38979845,0.1172,0,0,41.2,0.9621,15.21126761,0.2511,0,0,0.333333333,0.6092,0.2895,0.1348,0.6042,0.7524
13,GA,Georgia,31545,1331545,0,16133,77,1,0,11.65,0.4084,0.7042,0.7533,7.2,0.622,0,39.3,0.7178,1,13.8,0.8042,1,9.5,0.7561,1,11.3,0.7987,1,19.4,0.8742,1,5,0.8333,0.8437,14,0.8324,35.80842173,0.8415,7.1,0.7734,16.5,0.7614,13.9256235,0.5237,0.650142219,0.5886,14.6,0.5262,14.01305057,0.6675,16.2,0.3911,8.4,0.8831,0.6789,0.9207,4.201248292,0.6338,45.74160727,0.2848,8,0.7779,29.5,0.8942,42.84473776,0.8585,0,0,0.333333333,0.6092,0.5798,0.8073,0.8312,0.9767
13,GA,Georgia,31546,1331546,0,8095,49,0.5,0,11.8,0.4164,0.4582,0.3074,6.3,0.4138,0,40.7,0.8087,1,13,0.736,1,7.7,0.4743,0,9.9,0.3207,0,17.3,0.6711,1,3,0.5,0.6536,16.9,0.8957,28.9280909,0.7169,3.9,0.4372,15.9,0.7444,13.82352941,0.5169,1.65608268,0.7432,18,0.7151,8.714011516,0.3475,13.5,0.2328,4.6,0.3594,0.5709,0.698,1.26518159,0.3751,63.65493547,0.1149,8,0.7779,18.9,0.7674,32.82847406,0.7344,0,0,0.333333333,0.6092,0.4827,0.6093,0.5671,0.6922
13,GA,Georgia,31547,1331547,0,1293,98,1,0,8.2,0.188,0.594,0.5917,1.2,0.0073,0,26.3,0.0643,0,2.4,0.0065,0,2.4,0.0065,0,8.5,0.0397,0,21.4,0.9579,1,1,0.1667,0.3497,0,0,15.17241379,0.3183,5.8,0.6688,10.2,0.5196,0,0,0,0,0,0,0,0,0,0,5.3,0.474,0.1981,0.0177,19.38716719,0.8037,39.6200838,0.3454,0,0,0,0,100,0.9944,0,0,0,0,0.3062,0.1637,0.2807,0.1498
13,GA,Georgia,31548,1331548,0,20020,87,1,0,7.5,0.153,0.5765,0.555,4.6,0.112,0,36.2,0.4616,0,9.9,0.3123,0,6.2,0.2402,0,10.3,0.4679,0,17.9,0.7441,1,1,0.1667,0.3497,14.3,0.8402,27.53341659,0.6848,5.7,0.659,9,0.455,9.457257458,0.2119,0.267923592,0.4775,10.9,0.2787,12.95293628,0.6102,10,0.0986,7,0.755,0.5071,0.5344,5.935259422,0.6773,57.18679601,0.1746,4.6,0.5448,11.4,0.6163,39.03283735,0.8225,0,0,0,0,0.4051,0.4012,0.4601,0.485
13,GA,Georgia,31549,1331549,0,2239,91,1,0,11.4,0.3817,0.6908,0.735,9.3,0.9289,1,42.6,0.8983,1,18.5,0.9749,1,11.7,0.9274,1,11.4,0.8207,1,18.7,0.8217,1,6,1,0.9102,8.3,0.6049,41.64660568,0.9032,3,0.3122,31.5,0.9569,19.0797546,0.8153,0,0,13.4,0.4479,2.927580894,0.0839,29.9,0.9003,3.7,0.2453,0.527,0.5869,0.707799555,0.199,55.69207265,0.1876,18,0.9496,34,0.9278,26.34408602,0.5876,0,0,0.333333333,0.6092,0.4944,0.6367,0.7172,0.8957
13,GA,Georgia,31550,1331550,0,780,20,0.25,0,9.2,0.237,0.2435,0.0426,9.7,0.951,1,43.7,0.9331,1,16.8,0.9459,1,13.3,0.972,1,11.4,0.8207,1,20.4,0.9273,1,6,1,0.9102,3.6,0.2431,42.96482412,0.9143,0,0,19.9,0.8386,11.09215017,0.314,0,0,37.9,0.9801,16.875,0.7872,8.2,0.0601,0,0,0.4137,0.3017,1.325076667,0.3911,56.93021109,0.1763,0,0,42.3,0.9654,15.63517915,0.2638,0,0,0.333333333,0.6092,0.3437,0.2423,0.3742,0.3114
13,GA,Georgia,31551,1331551,0,1020,20,0.25,1,11.4,0.3817,0.3158,0.1131,6.6,0.4802,0,36.5,0.4862,0,12.3,0.6561,0,8.4,0.5936,0,10.3,0.4679,0,18.1,0.7656,1,1,0.1667,0.3497,28.2,0.9781,41.03773585,0.8983,1.7,0.1834,19.1,0.8227,6.730769231,0.0946,4.886769964,0.8916,22.9,0.8728,5.507246377,0.1698,20.6,0.6609,1.1,0.0947,0.5667,0.6884,1.174854868,0.3514,40.78388883,0.3341,0,0,40.1,0.9581,30.69306931,0.6922,0,0,0.333333333,0.6092,0.4207,0.4451,0.3991,0.3594
13,GA,Georgia,31552,1331552,0,932,20,0.25,0,9.6,0.2597,0.2548,0.0575,8,0.7815,1,40,0.7662,1,13.9,0.8114,1,10.7,0.8728,1,10.7,0.6183,0,18.5,0.8042,1,5,0.8333,0.8437,29.1,0.9798,31.57453936,0.7725,3.8,0.423,32.8,0.9619,13.0044843,0.4541,0,0,10.9,0.2787,21.78649237,0.8976,11.9,0.1608,5.9,0.5819,0.551,0.6482,0.843339546,0.2471,57.59674098,0.1708,3.4,0.4265,46.2,0.976,6.578947368,0.0711,0,0,0.666666667,0.797,0.3841,0.3433,0.4732,0.51
13,GA,Georgia,31553,1331553,0,5237,90,1,0,10,0.2829,0.6414,0.6699,7.5,0.6855,1,41.1,0.8303,1,13.3,0.7643,1,10.4,0.8481,1,11.1,0.7481,1,19.7,0.8931,1,6,1,0.9102,9.1,0.6471,39.69150554,0.8857,6.2,0.7067,26.8,0.9296,16.4043745,0.6859,0.022241993,0.3943,22.2,0.8588,17.43475847,0.8053,16.7,0.4241,3.5,0.225,0.6562,0.883,1.068084037,0.3205,64.93818303,0.1031,3.4,0.4265,49.5,0.9821,23.48111658,0.5062,0,0,0,0,0.3341,0.222,0.6713,0.8463
13,GA,Georgia,31554,1331554,0,7076,67,0.75,0,10.08,0.2915,0.5208,0.4325,6.2,0.3919,0,43,0.9122,1,13.2,0.7548,1,8.8,0.6576,0,10.4,0.5077,0,19.6,0.8875,1,3,0.5,0.6536,17.9,0.9104,35.2268395,0.8328,8.1,0.8276,24.7,0.9094,10.06889242,0.2472,0.795755968,0.6207,19.4,0.7753,17.14019562,0.7965,11.2,0.1351,4.5,0.3446,0.64,0.851,1.143331322,0.3428,48.96226041,0.2523,6.6,0.7035,46,0.9757,26.76211454,0.5986,0,0,0.666666667,0.797,0.5243,0.7036,0.6602,0.832
13,GA,Georgia,31555,1331555,0,2868,75,1,0,11.88,0.4282,0.7141,0.7659,6.3,0.4138,0,34.6,0.346,0,10.9,0.4592,0,7.5,0.4403,0,10,0.3568,0,16.7,0.5852,0,0,0,0,13.5,0.8182,18.31905345,0.4209,3.1,0.3254,21,0.8599,9.359104781,0.206,0.213219616,0.4576,13.6,0.4604,24.42442442,0.929,18.6,0.5455,4.3,0.3166,0.534,0.6048,0.991164157,0.2961,50.77461771,0.2344,1.4,0.2144,39,0.9536,15.38461538,0.256,0,0,0.333333333,0.6092,0.3662,0.2978,0.4171,0.3959
13,GA,Georgia,31556,1331556,0,67,20,0.25,1,10.6,0.3242,0.2871,0.0855,5.8,0.3082,0,34.7,0.352,0,10.5,0.4004,0,7.7,0.4743,0,10.1,0.3953,0,18.7,0.8217,1,1,0.1667,0.3497,18.1,0.9129,74.19354839,0.9923,6.9,0.7596,32.7,0.9616,10.34482759,0.2652,0,0,8.5,0.1367,22.22222222,0.9038,16,0.3791,1.1,0.0947,0.5406,0.6214,7.377753643,0.7005,33.42907058,0.4063,0,0,12.8,0.648,28.125,0.6337,0,0,0,0,0.3412,0.2374,0.3235,0.2184
13,GA,Georgia,31557,1331557,0,3043,88,1,0,10.9,0.3471,0.6736,0.7128,7.4,0.665,0,37,0.5277,0,13.3,0.7643,1,9,0.6883,1,10.3,0.4679,0,17.7,0.7205,1,3,0.5,0.6536,18.1,0.9129,24.80219111,0.6152,7.5,0.7975,20,0.8407,12.35201263,0.4057,0.299202128,0.4884,13.5,0.4541,32.06521739,0.9715,16.3,0.3968,8.7,0.8999,0.6783,0.9196,1.092599667,0.3274,54.1435038,0.2029,2.7,0.3494,35.8,0.9373,26.81782643,0.6002,0,0,0,0,0.3453,0.2461,0.633,0.7957
13,GA,Georgia,31558,1331558,0,20373,77,1,0,7.933333333,0.1759,0.588,0.5776,4.8,0.1385,0,34.9,0.3647,0,9.7,0.2864,0,6.1,0.228,0,10,0.3568,0,17.5,0.6969,1,1,0.1667,0.3497,10.8,0.7267,25.08777837,0.6228,8.8,0.856,6.8,0.3214,10.43483757,0.2711,0.225778937,0.4626,13.1,0.4271,11.78085611,0.5402,14.1,0.2635,7.7,0.832,0.5323,0.6006,2.821447412,0.5774,28.99888934,0.4486,3.6,0.4467,4.8,0.4184,43.66995074,0.8657,0,0,0,0,0.3938,0.3696,0.4744,0.5124
13,GA,Georgia,31560,1331560,0,2842,58,0.75,0,11.6,0.3976,0.5738,0.549,7.2,0.622,0,37.7,0.5876,0,13.2,0.7548,1,9,0.6883,1,10.7,0.6183,0,18.2,0.7754,1,3,0.5,0.6536,16.2,0.8831,25.49019608,0.6333,6.7,0.7454,17.7,0.7916,11.4507772,0.3398,0,0,14,0.4877,28.53236098,0.9576,18.6,0.5455,5.4,0.4912,0.5875,0.7372,1.072855239,0.3217,50.6267821,0.2358,3.9,0.4784,34.3,0.9297,26.14107884,0.582,0,0,0.333333333,0.6092,0.451,0.5272,0.6168,0.7719
13,GA,Georgia,31561,1331561,0,298,-999,-999,-999,11.11520833,0.3627,0.3627,0.1584,9.8,0.9553,1,24.8,0.041,0,12.8,0.7144,1,6.8,0.3281,0,7.6,0.0042,0,8,0.0005,0,2,0.3333,0.5404,0,0,0,0,-999,-999,27.7,0.9362,27.65957447,0.9522,0,0,27.7,0.9388,-999,-999,100,0.9978,0,0,0.4781,0.4595,2.767002241,0.5741,3.627690016,0.8218,0,0,0,0,0,0,0,0,0,0,0.1994,0.0378,0.299,0.1777
