"GEO_ID","NAME","B09010_001E","B09010_001M","B09010_002E","B09010_002M","B09010_003E","B09010_003M","B09010_004E","B09010_004M","B09010_005E","B09010_005M","B09010_006E","B09010_006M","B09010_007E","B09010_007M","B09010_008E","B09010_008M","B09010_009E","B09010_009M","B09010_010E","B09010_010M","B09010_011E","B09010_011M","B09010_012E","B09010_012M","B09010_013E","B09010_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In married-couple family","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In married-couple family","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In male householder, no spouse present, family","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In male householder, no spouse present, family","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In married-couple family","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In married-couple family","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In male householder, no spouse present, family","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In male householder, no spouse present, family","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households",
"860Z200US30411","ZCTA5 30411","546","182","341","197","341","197","0","14","23","40","318","203","0","14","205","157","205","157","29","56","0","14","176","149","0","14",
"860Z200US30412","ZCTA5 30412","2","3","0","14","0","14","0","14","0","14","0","14","0","14","2","3","2","3","2","3","0","14","0","14","0","14",
"860Z200US30413","ZCTA5 30413","90","81","17","24","17","24","0","14","0","14","17","24","0","14","73","70","73","70","33","36","0","14","40","58","0","14",
"860Z200US30414","ZCTA5 30414","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30415","ZCTA5 30415","1570","344","602","275","536","267","165","157","8","13","363","238","66","82","968","303","968","303","860","242","35","55","73","139","0","20",
"860Z200US30417","ZCTA5 30417","2780","106","933","228","916","227","452","188","9","15","455","163","17","24","1847","247","1847","247","1032","220","474","260","341","187","0","23",
"860Z200US30420","ZCTA5 30420","472","208","248","166","248","166","53","68","0","14","195","144","0","14","224","108","224","108","174","110","2","4","48","36","0","14",
"860Z200US30421","ZCTA5 30421","801","241","386","193","386","193","330","200","14","25","42","52","0","14","415","189","415","189","305","158","68","86","42","43","0","14",
"860Z200US30423","ZCTA5 30423","2","3","0","14","0","14","0","14","0","14","0","14","0","14","2","3","2","3","0","14","0","14","2","3","0","14",
"860Z200US30425","ZCTA5 30425","319","155","50","52","50","52","7","22","12","22","31","40","0","14","269","145","269","145","263","146","0","14","6","12","0","14",
"860Z200US30426","ZCTA5 30426","166","143","39","44","39","44","0","14","0","14","39","44","0","14","127","132","127","132","127","132","0","14","0","14","0","14",
"860Z200US30427","ZCTA5 30427","2556","401","1007","339","1007","339","407","194","10","14","590","296","0","23","1549","362","1549","362","1227","344","94","93","228","129","0","23",
"860Z200US30428","ZCTA5 30428","625","205","141","115","141","115","5","9","41","68","95","89","0","14","484","161","458","166","402","164","0","14","56","72","26","40",
"860Z200US30429","ZCTA5 30429","38","23","0","14","0","14","0","14","0","14","0","14","0","14","38","23","38","23","38","23","0","14","0","14","0","14",
"860Z200US30434","ZCTA5 30434","1034","306","546","224","546","224","182","130","34","61","330","183","0","14","488","187","488","187","255","145","103","101","130","97","0","14",
"860Z200US30436","ZCTA5 30436","3275","425","1898","316","1898","316","1044","279","181","125","673","268","0","23","1377","350","1363","350","1177","339","0","23","186","118","14","23",
"860Z200US30439","ZCTA5 30439","2477","245","1198","366","1198","366","637","232","315","254","246","191","0","23","1279","383","1279","383","1107","361","12","23","160","144","0","23",
"860Z200US30441","ZCTA5 30441","484","242","113","62","113","62","76","55","1","4","36","29","0","14","371","237","371","237","260","171","0","14","111","143","0","14",
"860Z200US30442","ZCTA5 30442","1534","251","344","228","344","228","59","68","12","13","273","219","0","20","1190","278","1042","248","886","225","0","20","156","151","148","196",
"860Z200US30445","ZCTA5 30445","639","136","369","101","369","101","73","55","51","54","245","88","0","14","270","115","270","115","190","112","46","39","34","31","0","14",
"860Z200US30446","ZCTA5 30446","691","278","148","102","148","102","30","33","103","107","15","29","0","14","543","268","486","254","287","185","0","14","199","235","57","94",
"860Z200US30448","ZCTA5 30448","6","11","0","14","0","14","0","14","0","14","0","14","0","14","6","11","6","11","0","14","6","11","0","14","0","14",
"860Z200US30449","ZCTA5 30449","4","6","4","6","4","6","4","6","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30450","ZCTA5 30450","828","396","522","378","214","120","143","116","0","14","71","62","308","366","306","160","306","160","203","100","94","111","9","15","0","14",
"860Z200US30451","ZCTA5 30451","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30452","ZCTA5 30452","315","174","100","72","100","72","32","34","53","60","15","17","0","14","215","157","215","157","72","46","56","59","87","137","0","14",
"860Z200US30453","ZCTA5 30453","1706","357","667","314","667","314","388","246","72","95","207","131","0","20","1039","320","1039","320","757","301","48","39","234","147","0","20",
"860Z200US30454","ZCTA5 30454","153","172","124","158","124","158","93","149","0","14","31","51","0","14","29","53","29","53","29","53","0","14","0","14","0","14",
"860Z200US30455","ZCTA5 30455","138","75","56","44","56","44","40","40","0","14","16","36","0","14","82","60","82","60","73","58","0","14","9","15","0","14",
"860Z200US30456","ZCTA5 30456","346","150","121","102","121","102","64","73","0","14","57","69","0","14","225","134","225","134","219","133","6","9","0","14","0","14",
"860Z200US30457","ZCTA5 30457","1230","221","588","240","588","240","127","86","26","30","435","250","0","20","642","195","642","195","472","180","0","20","170","103","0","20",
"860Z200US30458","ZCTA5 30458","8969","679","3889","570","3746","572","646","339","639","392","2461","576","143","101","5080","737","5080","737","3696","760","533","316","851","383","0","30",
"860Z200US30460","ZCTA5 30460","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30461","ZCTA5 30461","3778","596","596","334","550","340","8","13","51","80","491","320","46","67","3182","605","3075","585","2029","412","460","391","586","374","107","123",
"860Z200US30464","ZCTA5 30464","93","126","7","13","7","13","0","14","7","13","0","14","0","14","86","130","86","130","0","14","0","14","86","130","0","14",
"860Z200US30467","ZCTA5 30467","2169","254","677","231","677","231","28","29","180","183","469","181","0","23","1492","234","1492","234","1040","189","87","74","365","137","0","23",
"860Z200US30470","ZCTA5 30470","63","54","15","30","15","30","15","30","0","14","0","14","0","14","48","45","48","45","48","45","0","14","0","14","0","14",
"860Z200US30471","ZCTA5 30471","883","276","395","195","395","195","73","65","166","162","156","87","0","14","488","193","488","193","291","151","61","46","136","97","0","14",
"860Z200US30473","ZCTA5 30473","441","147","142","77","142","77","51","48","12","20","79","62","0","14","299","123","299","123","232","112","20","28","47","48","0","14",
"860Z200US30474","ZCTA5 30474","4358","422","1239","453","1239","453","266","186","69","60","904","430","0","23","3119","449","3119","449","2793","445","73","88","253","134","0","23",
"860Z200US30477","ZCTA5 30477","489","147","231","131","231","131","26","31","0","14","205","132","0","14","258","130","258","130","157","115","45","45","56","54","0","14",
"860Z200US30501","ZCTA5 30501","7331","780","2536","616","2420","638","565","230","616","288","1239","494","116","170","4795","791","4795","791","3126","748","248","160","1421","431","0","30",
"860Z200US30504","ZCTA5 30504","7517","875","1693","493","1693","493","904","349","75","71","714","311","0","27","5824","904","5814","904","3288","747","734","380","1792","625","10","18",
"860Z200US30506","ZCTA5 30506","9640","923","1558","455","1541","455","897","356","44","49","600","281","17","31","8082","910","8070","908","6669","824","409","305","992","327","12","19",
"860Z200US30507","ZCTA5 30507","8711","847","2693","748","2611","739","1311","589","145","177","1155","607","82","120","6018","752","6018","752","4346","734","312","173","1360","503","0","30",
"860Z200US30510","ZCTA5 30510","1930","326","518","212","518","212","359","187","40","62","119","102","0","20","1412","267","1412","267","1154","266","84","65","174","127","0","20",
"860Z200US30511","ZCTA5 30511","654","285","88","62","82","61","82","61","0","14","0","14","6","11","566","281","566","281","423","262","7","13","136","91","0","14",
"860Z200US30512","ZCTA5 30512","3782","124","635","310","635","310","157","90","340","294","138","126","0","27","3147","325","3147","325","2884","364","15","24","248","137","0","27",
"860Z200US30513","ZCTA5 30513","1324","309","414","240","414","240","250","221","40","64","124","106","0","23","910","203","910","203","660","201","42","45","208","122","0","23",
"860Z200US30516","ZCTA5 30516","501","221","51","54","51","54","2","3","44","54","5","8","0","14","450","217","450","217","320","185","126","122","4","9","0","14",
"860Z200US30517","ZCTA5 30517","4279","584","865","411","865","411","645","400","0","23","220","148","0","23","3414","437","3362","445","2863","454","166","141","333","218","52","60",
"860Z200US30518","ZCTA5 30518","17108","1307","2188","786","2188","786","545","256","225","158","1418","730","0","34","14920","1210","14920","1210","11075","1001","1294","821","2551","728","0","34",
"860Z200US30519","ZCTA5 30519","16568","1654","2980","884","2980","884","1258","536","587","532","1135","426","0","34","13588","1554","13369","1535","10291","1277","270","254","2808","870","219","182",
"860Z200US30520","ZCTA5 30520","1332","479","218","178","218","178","26","30","0","14","192","176","0","14","1114","467","1114","467","859","449","60","64","195","163","0","14",
"860Z200US30521","ZCTA5 30521","1729","367","558","368","558","368","241","226","12","19","305","314","0","20","1171","387","1168","387","803","329","40","46","325","244","3","4",
"860Z200US30522","ZCTA5 30522","49","64","0","14","0","14","0","14","0","14","0","14","0","14","49","64","49","64","8","16","0","14","41","61","0","14",
"860Z200US30523","ZCTA5 30523","2708","399","778","287","778","287","432","218","192","143","154","110","0","23","1930","315","1930","315","1582","280","108","103","240","127","0","23",
"860Z200US30525","ZCTA5 30525","1269","220","313","138","313","138","149","92","99","97","65","61","0","20","956","202","933","198","585","161","44","44","304","151","23","65",
"860Z200US30527","ZCTA5 30527","805","219","152","148","152","148","148","148","4","6","0","14","0","14","653","157","653","157","644","157","7","9","2","4","0","14",
"860Z200US30528","ZCTA5 30528","5030","254","1160","444","1160","444","862","449","10","17","288","203","0","27","3870","457","3650","439","2860","472","142","122","648","223","220","204",
"860Z200US30529","ZCTA5 30529","3366","447","877","365","877","365","791","351","43","71","43","67","0","23","2489","548","2489","548","1932","540","355","289","202","198","0","23",
"860Z200US30530","ZCTA5 30530","1484","444","337","231","337","231","220","198","0","20","117","130","0","20","1147","402","1147","402","1032","393","55","81","60","65","0","20",
"860Z200US30531","ZCTA5 30531","2721","345","539","240","539","240","134","126","102","78","303","202","0","23","2182","354","2182","354","1762","326","131","116","289","193","0","23",
"860Z200US30533","ZCTA5 30533","4833","304","1056","325","1038","325","528","259","170","163","340","208","18","24","3777","340","3776","340","3362","346","172","106","242","93","1","3",
"860Z200US30534","ZCTA5 30534","7514","404","1467","467","1467","467","655","311","23","30","789","471","0","30","6047","550","6024","552","4861","596","323","222","840","335","23","18",
"860Z200US30535","ZCTA5 30535","1817","347","329","188","329","188","122","89","88","123","119","114","0","20","1488","330","1457","327","1037","279","23","20","397","210","31","42",
"860Z200US30536","ZCTA5 30536","1996","366","159","126","159","126","60","90","28","54","71","73","0","20","1837","379","1837","379","1117","372","439","257","281","172","0","20",
"860Z200US30537","ZCTA5 30537","112","55","12","12","12","12","7","11","0","14","5","6","0","14","100","54","100","54","80","44","5","8","15","23","0","14",
"860Z200US30538","ZCTA5 30538","565","232","158","120","158","120","46","74","0","14","112","92","0","14","407","201","407","201","337","170","33","41","37","57","0","14",
"860Z200US30539","ZCTA5 30539","10","11","0","14","0","14","0","14","0","14","0","14","0","14","10","11","10","11","3","5","7","10","0","14","0","14",
"860Z200US30540","ZCTA5 30540","3889","355","1488","433","1475","432","1135","420","80","85","260","158","13","21","2401","392","2357","401","1983","401","220","160","154","100","44","58",
"860Z200US30541","ZCTA5 30541","741","459","348","312","348","312","43","56","0","14","305","304","0","14","393","400","393","400","101","127","0","14","292","377","0","14",
"860Z200US30542","ZCTA5 30542","8443","819","1119","406","1119","406","546","301","168","197","405","317","0","30","7324","739","7244","718","5680","724","517","220","1047","383","80","117",
"860Z200US30543","ZCTA5 30543","2212","622","122","95","122","95","9","14","0","20","113","95","0","20","2090","620","2028","624","1714","583","227","201","87","83","62","88",
"860Z200US30545","ZCTA5 30545","50","44","9","13","9","13","0","14","9","13","0","14","0","14","41","43","41","43","36","40","5","7","0","14","0","14",
"860Z200US30546","ZCTA5 30546","969","141","330","142","330","142","112","98","54","63","164","129","0","20","639","174","639","174","292","130","224","128","123","84","0","20",
"860Z200US30547","ZCTA5 30547","837","290","277","205","277","205","236","202","10","14","31","34","0","14","560","185","560","185","425","156","93","97","42","37","0","14",
"860Z200US30548","ZCTA5 30548","6285","793","796","543","796","543","34","29","56","62","706","534","0","27","5489","646","5489","646","4714","636","140","91","635","248","0","27",
"860Z200US30549","ZCTA5 30549","8024","486","956","321","956","321","772","308","2","7","182","109","0","30","7068","551","7055","546","6383","526","152","106","520","216","13","21",
"860Z200US30552","ZCTA5 30552","201","96","67","67","67","67","26","41","0","14","41","54","0","14","134","72","134","72","115","67","0","14","19","29","0","14",
"860Z200US30553","ZCTA5 30553","2035","318","699","250","693","249","386","193","137","121","170","110","6","11","1336","386","1336","386","1062","319","0","20","274","197","0","20",
"860Z200US30554","ZCTA5 30554","1797","348","184","105","184","105","76","67","22","31","86","76","0","20","1613","348","1613","348","1322","323","100","86","191","100","0","20",
"860Z200US30555","ZCTA5 30555","397","208","117","97","117","97","58","67","8","12","51","60","0","14","280","186","280","186","231","178","3","7","46","50","0","14",
"860Z200US30557","ZCTA5 30557","818","280","239","148","239","148","16","15","143","139","80","107","0","14","579","228","579","228","434","193","7","8","138","109","0","14",
"860Z200US30558","ZCTA5 30558","1275","307","205","118","205","118","109","86","0","20","96","89","0","20","1070","280","1070","280","796","269","45","36","229","160","0","20",
"860Z200US30559","ZCTA5 30559","970","394","188","239","188","239","132","234","56","55","0","20","0","20","782","312","768","311","616","298","31","37","121","90","14","26",
"860Z200US30560","ZCTA5 30560","547","254","289","231","289","231","65","81","0","14","224","221","0","14","258","169","258","169","236","166","9","14","13","19","0","14",
"860Z200US30562","ZCTA5 30562","184","98","16","17","16","17","4","9","1","3","11","16","0","14","168","94","168","94","118","82","47","52","3","4","0","14",
"860Z200US30563","ZCTA5 30563","1490","351","426","231","426","231","211","140","7","13","208","187","0","20","1064","325","1064","325","943","325","27","31","94","57","0","20",
"860Z200US30564","ZCTA5 30564","930","280","319","223","319","223","108","127","181","167","30","44","0","20","611","281","611","281","383","232","123","159","105","88","0","20",
"860Z200US30565","ZCTA5 30565","1061","395","535","338","535","338","390","326","21","37","124","152","0","14","526","223","498","210","354","151","7","14","137","132","28","51",
"860Z200US30566","ZCTA5 30566","2224","427","280","188","280","188","128","122","0","20","152","140","0","20","1944","445","1925","444","1387","405","368","249","170","122","19","38",
"860Z200US30567","ZCTA5 30567","1738","395","164","142","164","142","155","140","0","20","9","17","0","20","1574","360","1557","360","1257","357","112","89","188","121","17","24",
"860Z200US30568","ZCTA5 30568","471","199","49","44","49","44","40","40","0","14","9","16","0","14","422","203","422","203","313","182","79","97","30","39","0","14",
"860Z200US30571","ZCTA5 30571","421","128","127","80","127","80","112","78","0","14","15","22","0","14","294","126","294","126","245","121","38","57","11","24","0","14",
"860Z200US30572","ZCTA5 30572","54","46","15","26","15","26","15","26","0","14","0","14","0","14","39","38","39","38","28","34","0","14","11","18","0","14",
"860Z200US30573","ZCTA5 30573","12","19","0","14","0","14","0","14","0","14","0","14","0","14","12","19","12","19","12","19","0","14","0","14","0","14",
"860Z200US30575","ZCTA5 30575","441","273","123","156","123","156","28","32","95","150","0","14","0","14","318","247","318","247","307","248","4","6","7","12","0","14",
"860Z200US30576","ZCTA5 30576","487","212","51","46","51","46","42","45","0","14","9","13","0","14","436","207","436","207","299","163","37","39","100","97","0","14",
"860Z200US30577","ZCTA5 30577","5023","309","1650","368","1650","368","458","275","245","175","947","322","0","27","3373","402","3328","404","2567","440","351","166","410","205","45","44",
"860Z200US30581","ZCTA5 30581","7","11","0","14","0","14","0","14","0","14","0","14","0","14","7","11","7","11","0","14","0","14","7","11","0","14",
"860Z200US30582","ZCTA5 30582","735","193","153","129","153","129","17","26","62","102","74","84","0","20","582","223","582","223","434","158","53","95","95","94","0","20",
"860Z200US30597","ZCTA5 30597","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30598","ZCTA5 30598","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30601","ZCTA5 30601","4208","770","1563","665","1563","665","105","132","100","138","1358","656","0","27","2645","692","2608","669","1724","543","210","172","674","372","37","62",
"860Z200US30602","ZCTA5 30602","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30605","ZCTA5 30605","6289","1011","1912","790","1887","794","153","185","451","173","1283","695","25","37","4377","787","4377","787","3030","669","442","273","905","317","0","30",
"860Z200US30606","ZCTA5 30606","8395","810","2229","707","2229","707","556","286","10","19","1663","678","0","30","6166","734","6166","734","4082","518","627","380","1457","547","0","30",
"860Z200US30607","ZCTA5 30607","2675","525","1056","424","1056","424","559","284","153","175","344","289","0","23","1619","459","1619","459","1062","340","215","191","342","247","0","23",
"860Z200US30609","ZCTA5 30609","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30619","ZCTA5 30619","397","173","73","76","73","76","2","3","0","14","71","75","0","14","324","158","324","158","217","115","0","14","107","103","0","14",
"860Z200US30620","ZCTA5 30620","5852","710","1145","492","1145","492","178","161","250","213","717","431","0","23","4707","715","4707","715","3450","672","447","355","810","482","0","23",
"860Z200US30621","ZCTA5 30621","1531","310","100","100","100","100","62","82","14","29","24","35","0","20","1431","300","1431","300","1384","302","39","41","8","10","0","20",
"860Z200US30622","ZCTA5 30622","3218","500","193","136","193","136","160","138","0","23","33","42","0","23","3025","477","3025","477","2342","425","94","83","589","382","0","23",
"860Z200US30623","ZCTA5 30623","6","12","0","14","0","14","0","14","0","14","0","14","0","14","6","12","6","12","6","12","0","14","0","14","0","14",
"860Z200US30624","ZCTA5 30624","695","273","207","193","207","193","62","70","6","12","139","182","0","14","488","175","481","174","412","148","0","14","69","101","7","10",
"860Z200US30625","ZCTA5 30625","621","158","0","14","0","14","0","14","0","14","0","14","0","14","621","158","621","158","455","131","161","140","5","6","0","14",
"860Z200US30627","ZCTA5 30627","612","166","146","101","146","101","80","66","26","52","40","51","0","14","466","156","466","156","386","158","19","23","61","75","0","14",
"860Z200US30628","ZCTA5 30628","1598","405","408","231","408","231","296","185","0","20","112","118","0","20","1190","364","981","330","704","286","0","20","277","208","209","210",
"860Z200US30629","ZCTA5 30629","1287","294","374","255","374","255","34","39","218","204","122","130","0","20","913","246","908","244","790","243","52","51","66","49","5","8",
"860Z200US30630","ZCTA5 30630","649","239","199","149","199","149","31","46","0","14","168","142","0","14","450","194","450","194","404","193","0","14","46","55","0","14",
"860Z200US30631","ZCTA5 30631","342","103","165","104","165","104","18","27","52","55","95","93","0","14","177","65","177","65","118","54","19","29","40","29","0","14",
"860Z200US30633","ZCTA5 30633","1845","388","492","202","489","202","340","171","4","7","145","126","3","4","1353","420","1353","420","892","330","73","113","388","312","0","20",
"860Z200US30634","ZCTA5 30634","400","190","188","141","32","28","32","28","0","14","0","14","156","135","212","122","212","122","179","113","33","50","0","14","0","14",
"860Z200US30635","ZCTA5 30635","3496","214","1678","305","1678","305","753","290","341","216","584","247","0","23","1818","332","1806","331","1309","294","42","66","455","240","12","19",
"860Z200US30639","ZCTA5 30639","17","31","0","14","0","14","0","14","0","14","0","14","0","14","17","31","17","31","17","31","0","14","0","14","0","14",
"860Z200US30641","ZCTA5 30641","337","157","5","8","5","8","0","14","0","14","5","8","0","14","332","156","320","159","311","157","0","14","9","11","12","19",
"860Z200US30642","ZCTA5 30642","2327","246","226","123","226","123","113","100","0","23","113","122","0","23","2101","289","2089","291","1257","256","220","208","612","274","12","18",
"860Z200US30643","ZCTA5 30643","3027","473","440","229","331","169","89","88","0","23","242","149","109","162","2587","437","2587","437","1956","373","210","167","421","218","0","23",
"860Z200US30646","ZCTA5 30646","2156","482","431","291","431","291","287","261","0","20","144","143","0","20","1725","478","1725","478","990","366","118","114","617","338","0","20",
"860Z200US30648","ZCTA5 30648","733","188","348","186","348","186","68","81","37","39","243","170","0","14","385","143","385","143","344","139","0","14","41","36","0","14",
"860Z200US30650","ZCTA5 30650","3051","333","315","196","315","196","71","68","0","23","244","174","0","23","2736","334","2736","334","2311","332","135","130","290","155","0","23",
"860Z200US30655","ZCTA5 30655","7857","905","2657","805","2657","805","244","167","80","72","2333","778","0","27","5200","752","5161","747","3989","736","91","131","1081","466","39","54",
"860Z200US30656","ZCTA5 30656","4125","598","824","439","824","439","435","291","11","20","378","310","0","23","3301","522","3288","522","3054","529","73","58","161","92","13","22",
"860Z200US30660","ZCTA5 30660","191","88","61","67","61","67","0","14","0","14","61","67","0","14","130","64","130","64","130","64","0","14","0","14","0","14",
"860Z200US30662","ZCTA5 30662","1524","288","358","177","358","177","128","75","55","51","175","133","0","20","1166","293","1150","293","745","224","93","76","312","161","16","23",
"860Z200US30663","ZCTA5 30663","838","299","338","284","338","284","72","108","2","4","264","254","0","14","500","147","500","147","353","129","33","37","114","85","0","14",
"860Z200US30664","ZCTA5 30664","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30665","ZCTA5 30665","8","13","0","14","0","14","0","14","0","14","0","14","0","14","8","13","8","13","0","14","0","14","8","13","0","14",
"860Z200US30666","ZCTA5 30666","2451","547","287","187","287","187","47","51","86","97","154","133","0","23","2164","538","2164","538","1525","481","207","172","432","212","0","23",
"860Z200US30667","ZCTA5 30667","97","80","0","14","0","14","0","14","0","14","0","14","0","14","97","80","97","80","92","79","0","14","5","10","0","14",
"860Z200US30668","ZCTA5 30668","515","164","57","49","57","49","0","14","31","45","26","25","0","14","458","167","458","167","354","142","3","7","101","94","0","14",
"860Z200US30669","ZCTA5 30669","830","217","222","155","222","155","40","44","25","36","157","136","0","14","608","193","576","186","250","98","13","19","313","162","32","42",
"860Z200US30673","ZCTA5 30673","1141","202","187","123","187","123","14","23","13","20","160","117","0","20","954","241","943","244","517","120","20","32","406","235","11","18",
"860Z200US30677","ZCTA5 30677","5960","448","442","199","442","199","340","196","35","59","67","75","0","27","5518","470","5489","473","4855","433","198","114","436","183","29","40",
"860Z200US30678","ZCTA5 30678","275","143","47","53","47","53","36","47","0","14","11","18","0","14","228","141","228","141","140","127","0","14","88","94","0","14",
"860Z200US30680","ZCTA5 30680","11780","670","2073","607","2030","601","955","470","156","117","919","398","43","58","9707","900","9649","899","7349","824","701","351","1599","436","58","68",
"860Z200US30683","ZCTA5 30683","1444","321","254","177","254","177","109","98","0","20","145","164","0","20","1190","293","1190","293","819","255","39","40","332","181","0","20",
"860Z200US30701","ZCTA5 30701","10971","441","2907","547","2838","563","1653","475","180","193","1005","424","69","77","8064","650","7889","710","6167","707","905","337","817","274","175","193",
"860Z200US30705","ZCTA5 30705","7927","375","1993","532","1993","532","1049","408","278","186","666","255","0","30","5934","519","5899","520","4061","521","653","307","1185","404","35","57",
"860Z200US30707","ZCTA5 30707","3650","514","598","363","598","363","320","287","0","23","278","207","0","23","3052","484","3045","482","2465","458","196","163","384","237","7","13",
"860Z200US30708","ZCTA5 30708","45","72","45","72","45","72","0","14","0","14","45","72","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30710","ZCTA5 30710","1856","409","264","161","264","161","44","45","0","20","220","158","0","20","1592","405","1592","405","1227","368","164","126","201","136","0","20",
"860Z200US30711","ZCTA5 30711","750","255","325","114","325","114","159","125","0","14","166","99","0","14","425","243","401","245","393","243","8","13","0","14","24","28",
"860Z200US30720","ZCTA5 30720","6537","826","1759","513","1759","513","621","433","156","200","982","310","0","27","4778","741","4762","738","3701","636","416","304","645","302","16","29",
"860Z200US30721","ZCTA5 30721","13490","1022","2992","692","2992","692","1188","417","526","408","1278","416","0","34","10498","1084","10419","1090","6597","922","996","390","2826","861","79","82",
"860Z200US30724","ZCTA5 30724","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30725","ZCTA5 30725","1095","392","587","396","587","396","535","387","0","20","52","82","0","20","508","201","508","201","372","187","24","38","112","116","0","20",
"860Z200US30726","ZCTA5 30726","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30728","ZCTA5 30728","4084","624","1463","612","1463","612","1045","592","53","85","365","254","0","23","2621","403","2621","403","2200","374","110","85","311","173","0","23",
"860Z200US30730","ZCTA5 30730","763","296","88","74","88","74","66","68","16","19","6","9","0","14","675","299","675","299","621","332","28","40","26","44","0","14",
